"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"101","1.0175731457523880E+0","-1.0697928438161423E-20","4.2607655169415895E-33","1.7815657902076841E-13","1.4339640128924995E-2","3.6954684469212283E-33","3.0034846450871902E+0","3.0148314834253709E+0","1.6945286683622252E+0","2.3322314101986400E+1","2.528017528540000E-5"
