"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"146","1.0177497205624229E+0","-1.0697936144260753E-20","-4.2441751590541599E-34","-8.4380080471912573E-14","1.2155021543849755E-2","4.4852079798028660E-34","3.0035323998130998E+0","2.7405151016451459E+0","1.5403452668409390E+0","7.1551634464885803E+0","2.528017528540000E-5"
