"X0 (km) ","y0 (km) ","z0 (km) ","vx0 (km/s) ","vy0 (km/s) ","vz0 (km/s) ","Period (s) ","Mass ratio (km^3/s^2)","Body Radius (km)"
"7007.2175","0","0","0","0.6606","7.5509","5926.22","398600.4354","6371"
