"X0 (km) ","y0 (km) ","z0 (km) ","vx0 (km/s) ","vy0 (km/s) ","vz0 (km/s) ","Period (s) ","Mass ratio (km^3/s^2)","Body Radius (km)"
"1682.559086494749","0","0","0","-0.5671495124122091","-1.381021094488744","10150.71332976753","3202.738774922892","1560"
