"X0 (km) ","y0 (km) ","z0 (km) ","vx0 (km/s) ","vy0 (km/s) ","vz0 (km/s) ","Period (s) ","Mass ratio (km^3/s^2)","Body Radius (km)"
"1690.689890962806","0","0","0","-0.2954850833646089","-1.352955033637386","7863.812909468657","3202.738774922892","1560"
